dataset; method; num_of_feat; wilcoxon_p; f1_results;
ecoli-0_vs_1.dat; NO SELECTION; 7; null; [0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9795918367346939,0.9387755102040816,0.9600000000000001,1.0,0.9659863945578232]
ecoli-0_vs_1.dat; ANOVA; 2; 0.17971249487899976; [0.9664429530201343,0.9600000000000001,0.9600000000000001,0.9795918367346939,0.9387755102040816,0.9600000000000001,1.0,0.9726027397260273]
ecoli-0_vs_1.dat; RELIEF; 2; 0.17971249487899976; [0.9664429530201343,0.9600000000000001,0.9600000000000001,0.9795918367346939,0.9387755102040816,0.9600000000000001,1.0,0.9726027397260273]
ecoli-0_vs_1.dat; INFORATION GAIN; 2; 0.17971249487899976; [0.9664429530201343,0.9600000000000001,0.9600000000000001,0.9795918367346939,0.9387755102040816,0.9600000000000001,1.0,0.9726027397260273]
ecoli-0_vs_1.dat; CHI SQUARE; 2; 0.17971249487899976; [0.9664429530201343,0.9600000000000001,0.9600000000000001,0.9795918367346939,0.9387755102040816,0.9600000000000001,1.0,0.9726027397260273]
ecoli-0_vs_1.dat; CORRELATION COEF; 2; 0.17971249487899976; [0.9664429530201343,0.9600000000000001,0.9600000000000001,0.9795918367346939,0.9387755102040816,0.9600000000000001,1.0,0.9726027397260273]
ecoli1.dat; NO SELECTION; 7; null; [0.6984126984126983,0.8421052631578948,0.7499999999999999,0.7272727272727274,0.761904761904762,0.6451612903225806,0.9315068493150686,0.9142857142857143]
ecoli1.dat; ANOVA; 1; 0.7421875; [0.6582278481012659,0.5,0.5185185185185185,0.7096774193548387,0.7647058823529412,0.7272727272727274,0.9736842105263158,0.9333333333333332]
ecoli1.dat; RELIEF; 1; 0.7421875; [0.6582278481012659,0.5,0.5185185185185185,0.7096774193548387,0.7647058823529412,0.7272727272727274,0.9736842105263158,0.9333333333333332]
ecoli1.dat; INFORATION GAIN; 1; 0.7421875; [0.6582278481012659,0.5,0.5185185185185185,0.7096774193548387,0.7647058823529412,0.7272727272727274,0.9736842105263158,0.9333333333333332]
ecoli1.dat; CHI SQUARE; 1; 0.7353166906373405; [0.6582278481012659,0.7441860465116279,0.5185185185185185,0.7272727272727274,0.7647058823529412,0.7272727272727274,0.9736842105263158,0.9333333333333332]
ecoli1.dat; CORRELATION COEF; 1; 0.6001794871405538; [0.7000000000000001,0.7441860465116279,0.3333333333333333,0.7272727272727274,0.8000000000000002,0.6875,0.9315068493150686,0.8985507246376812]
ecoli2.dat; NO SELECTION; 7; null; [0.8571428571428572,0.8461538461538461,0.9230769230769231,0.7000000000000001,0.631578947368421,0.7142857142857143,0.9411764705882353,0.8235294117647058]
ecoli2.dat; ANOVA; 3; 0.06297905121445523; [0.6249999999999999,0.48000000000000004,0.8333333333333333,0.375,0.631578947368421,0.8,0.9056603773584906,0.816326530612245]
ecoli2.dat; RELIEF; 5; 0.4652088184521418; [0.8085106382978723,0.8148148148148148,0.9230769230769231,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.9411764705882353,0.8235294117647058]
ecoli2.dat; INFORATION GAIN; 5; 0.13801073756865956; [0.6249999999999999,0.6896551724137931,0.9230769230769231,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.9411764705882353,0.7058823529411765]
ecoli2.dat; CHI SQUARE; 5; 0.916511907863894; [0.8333333333333333,0.8,0.9230769230769231,0.631578947368421,0.6666666666666666,0.8,0.9411764705882353,0.8571428571428572]
ecoli2.dat; CORRELATION COEF; 7; 0; [0.8571428571428572,0.8461538461538461,0.9230769230769231,0.7000000000000001,0.631578947368421,0.7142857142857143,0.9411764705882353,0.8235294117647058]
ecoli3.dat; NO SELECTION; 7; null; [0.7027027027027027,0.75,0.16666666666666666,0.0,0.0,0.4,0.7142857142857143,0.7586206896551724]
ecoli3.dat; ANOVA; 2; 0.3454475304692257; [0.5294117647058824,0.15384615384615383,0.6153846153846153,0.0,0.0,0.2222222222222222,0.5714285714285715,0.7857142857142857]
ecoli3.dat; RELIEF; 3; 0.34523107177184; [0.5945945945945946,0.3333333333333333,0.42857142857142855,0.0,0.0,0.25,0.619047619047619,0.7586206896551724]
ecoli3.dat; INFORATION GAIN; 2; 0.3454475304692257; [0.5294117647058824,0.15384615384615383,0.6153846153846153,0.0,0.0,0.0,0.5714285714285715,0.7857142857142857]
ecoli3.dat; CHI SQUARE; 2; 0.11585149752593009; [0.0,0.15384615384615383,0.6153846153846153,0.0,0.0,0.25,0.5714285714285715,0.1111111111111111]
ecoli3.dat; CORRELATION COEF; 7; 0; [0.7027027027027027,0.75,0.16666666666666666,0.0,0.0,0.4,0.7142857142857143,0.7586206896551724]
glass0.dat; NO SELECTION; 9; null; [0.5846153846153846,0.7096774193548386,0.5161290322580646,0.2857142857142857,0.12500000000000003,0.26666666666666666,0.813953488372093,0.7123287671232877]
glass0.dat; ANOVA; 1; 0.109375; [0.4507042253521127,0.43749999999999994,0.27586206896551724,0.3333333333333333,0.2222222222222222,0.16666666666666669,0.7654320987654321,0.7042253521126761]
glass0.dat; RELIEF; 1; 0.3125; [0.4507042253521127,0.43749999999999994,0.27586206896551724,0.3333333333333333,0.6,0.16666666666666669,0.7654320987654321,0.7042253521126761]
glass0.dat; INFORATION GAIN; 1; 0.4609375; [0.5660377358490566,0.4666666666666667,0.26666666666666666,0.4210526315789474,0.6,0.0,0.7654320987654321,0.7042253521126761]
glass0.dat; CHI SQUARE; 2; 0.3828125; [0.42857142857142855,0.4117647058823529,0.3870967741935484,0.3333333333333333,0.6,0.16666666666666669,0.7804878048780487,0.6933333333333332]
glass0.dat; CORRELATION COEF; 2; 0.1953125; [0.4230769230769231,0.5454545454545455,0.4444444444444444,0.125,0.47619047619047616,0.13333333333333333,0.7887323943661971,0.5797101449275363]
glass1.dat; NO SELECTION; 9; null; [0.5614035087719298,0.5454545454545454,0.48484848484848486,0.3529411764705882,0.4444444444444444,0.4666666666666666,0.7887323943661972,0.65625]
glass1.dat; ANOVA; 3; 0.109375; [0.41379310344827586,0.37499999999999994,0.5454545454545454,0.25,0.26666666666666666,0.4761904761904762,0.8266666666666665,0.41379310344827586]
glass1.dat; RELIEF; 2; 0.23672357063785732; [0.6376811594202899,0.7499999999999999,0.5806451612903226,0.14285714285714288,0.5263157894736842,0.4666666666666666,0.861111111111111,0.746268656716418]
glass1.dat; INFORATION GAIN; 2; 0.3828125; [0.5588235294117647,0.5806451612903226,0.6060606060606061,0.375,0.125,0.4,0.6229508196721311,0.6031746031746031]
glass1.dat; CHI SQUARE; 3; 0.109375; [0.13043478260869565,0.4117647058823529,0.14814814814814814,0.4444444444444444,0.26666666666666666,0.4761904761904762,0.8266666666666665,0.49056603773584906]
glass1.dat; CORRELATION COEF; 1; 0.0546875; [0.5797101449275363,0.6153846153846154,0.6060606060606061,0.5263157894736842,0.5263157894736842,0.43478260869565216,0.8169014084507042,0.6865671641791045]
glass6.dat; NO SELECTION; 9; null; [0.8148148148148148,0.8333333333333333,0.0,0.0,0.0,0.0,0.923076923076923,0.8461538461538461]
glass6.dat; ANOVA; 1; 0.28504940740261275; [0.6363636363636364,0.7272727272727273,0.0,0.0,0.0,0.0,0.923076923076923,0.888888888888889]
glass6.dat; RELIEF; 1; 0.10880943004054568; [0.0,0.588235294117647,0.0,0.0,0.0,0.0,0.923076923076923,0.0]
glass6.dat; INFORATION GAIN; 1; 0.5001842570707944; [0.6363636363636364,0.7272727272727273,0.2,0.0,0.0,0.0,0.6,0.888888888888889]
glass6.dat; CHI SQUARE; 1; 0.5001842570707944; [0.6363636363636364,0.7272727272727273,0.2,0.0,0.0,0.0,0.6,0.888888888888889]
glass6.dat; CORRELATION COEF; 1; 0.06788915486182899; [0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
new-thyroid1.dat; NO SELECTION; 5; null; [0.7407407407407407,0.7692307692307693,0.19999999999999998,0.0,0.0,0.0,0.7142857142857143,0.6923076923076924]
new-thyroid1.dat; ANOVA; 3; 0.31731050786291415; [0.7407407407407407,0.7692307692307693,0.19999999999999998,0.0,0.0,0.0,0.7407407407407407,0.6923076923076924]
new-thyroid1.dat; RELIEF; 1; 0.17295491798842066; [0.8484848484848485,0.4,0.8750000000000001,0.0,0.5,0.0,0.9032258064516129,0.8275862068965517]
new-thyroid1.dat; INFORATION GAIN; 4; 0.31731050786291415; [0.7407407407407407,0.7692307692307693,0.19999999999999998,0.0,0.0,0.0,0.7407407407407407,0.6923076923076924]
new-thyroid1.dat; CHI SQUARE; 4; 0.17971249487899976; [0.7407407407407407,0.7692307692307693,0.19999999999999998,0.0,0.5,0.0,0.7407407407407407,0.6923076923076924]
new-thyroid1.dat; CORRELATION COEF; 1; 0.3454475304692257; [0.7857142857142858,0.6666666666666666,0.3636363636363636,0.5,0.0,0.0,0.7857142857142858,0.6399999999999999]
newthyroid2.dat; NO SELECTION; 5; null; [0.5217391304347826,0.4,0.5,0.0,0.0,0.0,0.7407407407407407,0.6399999999999999]
newthyroid2.dat; ANOVA; 3; 0.31731050786291415; [0.5217391304347826,0.4,0.5,0.0,0.0,0.0,0.9032258064516129,0.6399999999999999]
newthyroid2.dat; RELIEF; 1; 0.06788915486182899; [0.8000000000000002,0.5454545454545454,0.5,0.0,0.0,0.0,0.8666666666666666,0.8387096774193549]
newthyroid2.dat; INFORATION GAIN; 4; 1; [0.5217391304347826,0.4,0.5,0.0,0.0,0.0,0.7407407407407407,0.6399999999999999]
newthyroid2.dat; CHI SQUARE; 4; 0.31731050786291415; [0.5217391304347826,0.4,0.5,0.6666666666666666,0.0,0.0,0.7407407407407407,0.6399999999999999]
newthyroid2.dat; CORRELATION COEF; 1; 0.22491588401596185; [0.6923076923076924,0.5454545454545454,0.3636363636363636,0.0,0.0,0.0,0.7586206896551724,0.6923076923076924]
page-blocks0.dat; NO SELECTION; 10; null; [0.709278350515464,0.6075949367088608,0.5714285714285715,0.5815602836879433,0.5974025974025974,0.591549295774648,0.7724425887265136,0.6754966887417218]
