dataset; method; num_of_feat; num_of_elems; accuracy; balanced_acc; precision; recall; f1_score; tpr_fpr_tnr; matrix; scores
INSURANCE; NO SELECTION; 10; 381109; 0.8754893625953798; 0.548994206273754; 0.006251338043245558; 0.22021116138763197; 0.0121575485052877; (0.22021116138763197,0.12222274884012407,0.8777772511598759); [[146,23209],[517,166682]]; ['all']
INSURANCE; ANOVA; 1; 381109; 0.8774363172643975; 0.43871815863219876; 0.0; 0.0; 0.0; (0.0,0.1225636827356025,0.8774363172643975); [[0,23355],[0,167199]]; [6]
INSURANCE; RELIEF; 1; 381109; 0.8769850016268355; 0.5153410448001382; 0.0008135302932990794; 0.1532258064516129; 0.001618467566761787; (0.1532258064516129,0.12254371685133644,0.8774562831486635); [[19,23336],[105,167094]]; [7]
INSURANCE; INFORATION GAIN; 1; 381109; 0.8774363172643975; 0.43871815863219876; 0.0; 0.0; 0.0; (0.0,0.1225636827356025,0.8774363172643975); [[0,23355],[0,167199]]; [4]
INSURANCE; CHI SQUARE; 1; 381109; 0.8774363172643975; 0.43871815863219876; 0.0; 0.0; 0.0; (0.0,0.1225636827356025,0.8774363172643975); [[0,23355],[0,167199]]; [4]
INSURANCE; CORRELATION COEF; 1; 381109; 0.8774363172643975; 0.43871815863219876; 0.0; 0.0; 0.0; (0.0,0.1225636827356025,0.8774363172643975); [[0,23355],[0,167199]]; [6]
MUSHROOM; NO SELECTION; 22; 4607; 0.9800260529743813; 0.9893023255813953; 0.7688442211055276; 1.0; 0.8693181818181818; (1.0,0.021395348837209303,0.9786046511627907); [[153,46],[0,2104]]; ['all']
MUSHROOM; ANOVA; 4; 4607; 0.9813287016934433; 0.9899860270144387; 0.7839195979899497; 1.0; 0.8788732394366198; (1.0,0.020027945971122497,0.9799720540288775); [[156,43],[0,2104]]; [3,7,8,18]
MUSHROOM; RELIEF; 6; 4607; 0.9821971341728181; 0.9904428904428905; 0.7939698492462312; 1.0; 0.8851540616246498; (1.0,0.019114219114219115,0.9808857808857809); [[158,41],[0,2104]]; [4,8,10,18,20,21]
MUSHROOM; INFORATION GAIN; 2; 4607; 0.9852366478506296; 0.9920486435921422; 0.8291457286432161; 1.0; 0.9065934065934067; (1.0,0.015902712815715623,0.9840972871842844); [[165,34],[0,2104]]; [4,8]
MUSHROOM; CHI SQUARE; 5; 4607; 0.9813287016934433; 0.9899860270144387; 0.7839195979899497; 1.0; 0.8788732394366198; (1.0,0.020027945971122497,0.9799720540288775); [[156,43],[0,2104]]; [3,6,7,8,18]
MUSHROOM; CORRELATION COEF; 5; 4607; 0.9826313504125054; 0.9906716417910448; 0.7989949748743719; 1.0; 0.888268156424581; (1.0,0.018656716417910446,0.9813432835820896); [[159,40],[0,2104]]; [6,16,18,19,21]
CUSTOM; NO SELECTION; 20; 99999; 0.9870597411948239; 0.9876526188915086; 0.8813795853269537; 0.9883746926000447; 0.9318157867003899; (0.9883746926000447,0.013069454817027632,0.9869305451829724); [[4421,595],[52,44931]]; ['all']
CUSTOM; ANOVA; 1; 99999; 0.9789595791915838; 0.9575170889567708; 0.8532695374800638; 0.9312445604873804; 0.8905534748231378; (0.9312445604873804,0.016210382573838732,0.9837896174261612); [[4280,736],[316,44667]]; [11]
CUSTOM; RELIEF; 1; 99999; 0.9789595791915838; 0.9575170889567708; 0.8532695374800638; 0.9312445604873804; 0.8905534748231378; (0.9312445604873804,0.016210382573838732,0.9837896174261612); [[4280,736],[316,44667]]; [11]
CUSTOM; INFORATION GAIN; 1; 99999; 0.9789595791915838; 0.9575170889567708; 0.8532695374800638; 0.9312445604873804; 0.8905534748231378; (0.9312445604873804,0.016210382573838732,0.9837896174261612); [[4280,736],[316,44667]]; [11]
