dataset; method; num_of_feat; num_of_elems; accuracy; balanced_acc; precision; recall; f1_score; tpr_fpr_tnr; matrix; scores
ecoli-0-6-7_vs_5.dat; NO SELECTION; 6; 220; 0.9636363636363636; 0.9807692307692308; 0.6; 1.0; 0.7499999999999999; (1.0,0.038461538461538464,0.9615384615384616); [[6,4],[0,100]]; ['all']
ecoli-0-6-7_vs_5.dat; ANOVA; 2; 220; 0.9818181818181818; 0.9450000000000001; 0.9; 0.9; 0.9; (0.9,0.01,0.99); [[9,1],[1,99]]; [0,3]
ecoli-0-6-7_vs_5.dat; RELIEF; 2; 220; 0.9818181818181818; 0.9450000000000001; 0.9; 0.9; 0.9; (0.9,0.01,0.99); [[9,1],[1,99]]; [0,3]
ecoli-0-6-7_vs_5.dat; INFORATION GAIN; 3; 220; 0.9818181818181818; 0.9901960784313726; 0.8; 1.0; 0.888888888888889; (1.0,0.0196078431372549,0.9803921568627451); [[8,2],[0,100]]; [0,1,3]
ecoli-0-6-7_vs_5.dat; CHI SQUARE; 2; 220; 0.9818181818181818; 0.9450000000000001; 0.9; 0.9; 0.9; (0.9,0.01,0.99); [[9,1],[1,99]]; [0,3]
ecoli-0-6-7_vs_5.dat; CORRELATION COEF; 5; 220; 0.9545454545454546; 0.9761904761904762; 0.5; 1.0; 0.6666666666666666; (1.0,0.047619047619047616,0.9523809523809523); [[5,5],[0,100]]; [1,2,3,4,5]
ecoli-0-2-3-4_vs_5.dat; NO SELECTION; 7; 202; 0.9504950495049505; 0.9739583333333333; 0.5; 1.0; 0.6666666666666666; (1.0,0.052083333333333336,0.9479166666666666); [[5,5],[0,91]]; ['all']
ecoli-0-2-3-4_vs_5.dat; ANOVA; 4; 202; 0.9702970297029703; 0.9840425531914894; 0.7; 1.0; 0.8235294117647058; (1.0,0.031914893617021274,0.9680851063829787); [[7,3],[0,91]]; [0,1,4,6]
ecoli-0-2-3-4_vs_5.dat; RELIEF; 4; 202; 0.9702970297029703; 0.9840425531914894; 0.7; 1.0; 0.8235294117647058; (1.0,0.031914893617021274,0.9680851063829787); [[7,3],[0,91]]; [0,1,4,6]
ecoli-0-2-3-4_vs_5.dat; INFORATION GAIN; 1; 202; 0.9603960396039604; 0.9789473684210526; 0.6; 1.0; 0.7499999999999999; (1.0,0.042105263157894736,0.9578947368421052); [[6,4],[0,91]]; [4]
ecoli-0-2-3-4_vs_5.dat; CHI SQUARE; 4; 202; 0.9702970297029703; 0.9840425531914894; 0.7; 1.0; 0.8235294117647058; (1.0,0.031914893617021274,0.9680851063829787); [[7,3],[0,91]]; [0,1,4,6]
ecoli-0-2-3-4_vs_5.dat; CORRELATION COEF; 5; 202; 0.9405940594059405; 0.9690721649484536; 0.4; 1.0; 0.5714285714285715; (1.0,0.061855670103092786,0.9381443298969072); [[4,6],[0,91]]; [1,3,4,5,6]
ecoli-0-6-7_vs_3-5.dat; NO SELECTION; 7; 222; 0.9279279279279279; 0.962962962962963; 0.2727272727272727; 1.0; 0.42857142857142855; (1.0,0.07407407407407407,0.9259259259259259); [[3,8],[0,100]]; ['all']
ecoli-0-6-7_vs_3-5.dat; ANOVA; 2; 222; 0.963963963963964; 0.9807692307692308; 0.6363636363636364; 1.0; 0.7777777777777778; (1.0,0.038461538461538464,0.9615384615384616); [[7,4],[0,100]]; [1,4]
ecoli-0-6-7_vs_3-5.dat; RELIEF; 2; 222; 0.963963963963964; 0.9297385620915033; 0.7272727272727273; 0.8888888888888888; 0.7999999999999999; (0.8888888888888888,0.029411764705882353,0.9705882352941176); [[8,3],[1,99]]; [0,4]
ecoli-0-6-7_vs_3-5.dat; INFORATION GAIN; 2; 222; 0.963963963963964; 0.9807692307692308; 0.6363636363636364; 1.0; 0.7777777777777778; (1.0,0.038461538461538464,0.9615384615384616); [[7,4],[0,100]]; [1,4]
ecoli-0-6-7_vs_3-5.dat; CHI SQUARE; 2; 222; 0.963963963963964; 0.9297385620915033; 0.7272727272727273; 0.8888888888888888; 0.7999999999999999; (0.8888888888888888,0.029411764705882353,0.9705882352941176); [[8,3],[1,99]]; [0,4]
ecoli-0-6-7_vs_3-5.dat; CORRELATION COEF; 5; 222; 0.9369369369369369; 0.9672897196261683; 0.36363636363636365; 1.0; 0.5333333333333333; (1.0,0.06542056074766354,0.9345794392523364); [[4,7],[0,100]]; [1,3,4,5,6]
ecoli-0-2-6-7_vs_3-5.dat; NO SELECTION; 7; 224; 0.9464285714285714; 0.9719626168224299; 0.45454545454545453; 1.0; 0.625; (1.0,0.056074766355140186,0.9439252336448598); [[5,6],[0,101]]; ['all']
ecoli-0-2-6-7_vs_3-5.dat; ANOVA; 2; 224; 0.9642857142857143; 0.980952380952381; 0.6363636363636364; 1.0; 0.7777777777777778; (1.0,0.0380952380952381,0.9619047619047619); [[7,4],[0,101]]; [1,4]
ecoli-0-2-6-7_vs_3-5.dat; RELIEF; 2; 224; 0.9642857142857143; 0.9298813376483279; 0.7272727272727273; 0.8888888888888888; 0.7999999999999999; (0.8888888888888888,0.02912621359223301,0.970873786407767); [[8,3],[1,100]]; [0,4]
ecoli-0-2-6-7_vs_3-5.dat; INFORATION GAIN; 2; 224; 0.9642857142857143; 0.980952380952381; 0.6363636363636364; 1.0; 0.7777777777777778; (1.0,0.0380952380952381,0.9619047619047619); [[7,4],[0,101]]; [1,4]
ecoli-0-2-6-7_vs_3-5.dat; CHI SQUARE; 2; 224; 0.9642857142857143; 0.9298813376483279; 0.7272727272727273; 0.8888888888888888; 0.7999999999999999; (0.8888888888888888,0.02912621359223301,0.970873786407767); [[8,3],[1,100]]; [0,4]
ecoli-0-2-6-7_vs_3-5.dat; CORRELATION COEF; 6; 224; 0.9464285714285714; 0.9719626168224299; 0.45454545454545453; 1.0; 0.625; (1.0,0.056074766355140186,0.9439252336448598); [[5,6],[0,101]]; [1,2,3,4,5,6]
yeast-0-2-5-6_vs_3-7-8-9.dat; NO SELECTION; 8; 1004; 0.9262948207171314; 0.9297056810403833; 0.28; 0.9333333333333333; 0.4307692307692308; (0.9333333333333333,0.07392197125256673,0.9260780287474333); [[14,36],[1,451]]; ['all']
yeast-0-2-5-6_vs_3-7-8-9.dat; ANOVA; 4; 1004; 0.9322709163346613; 0.9168049792531121; 0.36; 0.9; 0.5142857142857143; (0.9,0.06639004149377593,0.9336099585062241); [[18,32],[2,450]]; [0,1,2,5]
yeast-0-2-5-6_vs_3-7-8-9.dat; RELIEF; 5; 1004; 0.9282868525896414; 0.9093204775022956; 0.32; 0.8888888888888888; 0.47058823529411764; (0.8888888888888888,0.07024793388429752,0.9297520661157025); [[16,34],[2,450]]; [0,1,2,3,7]
yeast-0-2-5-6_vs_3-7-8-9.dat; INFORATION GAIN; 3; 1004; 0.9123505976095617; 0.76876130198915; 0.34; 0.6071428571428571; 0.43589743589743596; (0.6071428571428571,0.06962025316455696,0.930379746835443); [[17,33],[11,441]]; [0,1,5]
yeast-0-2-5-6_vs_3-7-8-9.dat; CHI SQUARE; 5; 1004; 0.9322709163346613; 0.9381313131313131; 0.34; 0.9444444444444444; 0.5; (0.9444444444444444,0.06818181818181818,0.9318181818181818); [[17,33],[1,451]]; [0,1,2,4,5]
yeast-0-2-5-6_vs_3-7-8-9.dat; CORRELATION COEF; 3; 1004; 0.9223107569721115; 0.8456093456093456; 0.32; 0.7619047619047619; 0.4507042253521127; (0.7619047619047619,0.07068607068607069,0.9293139293139293); [[16,34],[5,447]]; [1,2,6]
ecoli-0-1-4-7_vs_5-6.dat; NO SELECTION; 6; 332; 0.9457831325301205; 0.9722222222222222; 0.3076923076923077; 1.0; 0.47058823529411764; (1.0,0.05555555555555555,0.9444444444444444); [[4,9],[0,153]]; ['all']
ecoli-0-1-4-7_vs_5-6.dat; ANOVA; 5; 332; 0.9578313253012049; 0.978125; 0.46153846153846156; 1.0; 0.631578947368421; (1.0,0.04375,0.95625); [[6,7],[0,153]]; [0,1,2,3,5]
ecoli-0-1-4-7_vs_5-6.dat; RELIEF; 4; 332; 0.9578313253012049; 0.978125; 0.46153846153846156; 1.0; 0.631578947368421; (1.0,0.04375,0.95625); [[6,7],[0,153]]; [0,1,3,5]
ecoli-0-1-4-7_vs_5-6.dat; INFORATION GAIN; 5; 332; 0.9518072289156626; 0.9751552795031055; 0.38461538461538464; 1.0; 0.5555555555555556; (1.0,0.049689440993788817,0.9503105590062112); [[5,8],[0,153]]; [0,1,3,4,5]
ecoli-0-1-4-7_vs_5-6.dat; CHI SQUARE; 3; 332; 0.963855421686747; 0.9811320754716981; 0.5384615384615384; 1.0; 0.7000000000000001; (1.0,0.03773584905660377,0.9622641509433962); [[7,6],[0,153]]; [0,3,5]
