dataset; method; num_of_feat; num_of_elems; accuracy; balanced_acc; precision; recall; f1_score; tpr_fpr_tnr; matrix; scores; time
ecoli-0_vs_1.dat; NO SELECTION; 7; 220; 0.9545454545454546; 0.9671052631578947; 1.0; 0.9342105263157895; 0.9659863945578232; (0.9342105263157895,0.0,1.0); [[71,0],[5,34]]; ['all']; 0
ecoli-0_vs_1.dat; ANOVA; 7; 220; 0.9545454545454546; 0.9671052631578947; 1.0; 0.9342105263157895; 0.9659863945578232; (0.9342105263157895,0.0,1.0); [[71,0],[5,34]]; [0,1,2,3,4,5,6]; 0.0011646747589111328
ecoli-0_vs_1.dat; RELIEF; 7; 220; 0.9545454545454546; 0.9671052631578947; 1.0; 0.9342105263157895; 0.9659863945578232; (0.9342105263157895,0.0,1.0); [[71,0],[5,34]]; [0,1,2,3,4,5,6]; 0.08027291297912598
ecoli-0_vs_1.dat; INFORATION GAIN; 7; 220; 0.9545454545454546; 0.9671052631578947; 1.0; 0.9342105263157895; 0.9659863945578232; (0.9342105263157895,0.0,1.0); [[71,0],[5,34]]; [0,1,2,3,4,5,6]; 0.019820690155029297
ecoli-0_vs_1.dat; CHI SQUARE; 7; 220; 0.9545454545454546; 0.9671052631578947; 1.0; 0.9342105263157895; 0.9659863945578232; (0.9342105263157895,0.0,1.0); [[71,0],[5,34]]; [0,1,2,3,4,5,6]; 0.0011966228485107422
ecoli-0_vs_1.dat; CORRELATION COEF; 5; 220; 0.9545454545454546; 0.9671052631578947; 1.0; 0.9342105263157895; 0.9659863945578232; (0.9342105263157895,0.0,1.0); [[71,0],[5,34]]; [1,2,4,5,6]; 0.0014584064483642578
ecoli1.dat; NO SELECTION; 7; 336; 0.8690476190476191; 0.857062937062937; 0.5384615384615384; 0.84; 0.6562499999999999; (0.84,0.1258741258741259,0.8741258741258742); [[21,18],[4,125]]; ['all']; 0
ecoli1.dat; ANOVA; 7; 336; 0.8690476190476191; 0.857062937062937; 0.5384615384615384; 0.84; 0.6562499999999999; (0.84,0.1258741258741259,0.8741258741258742); [[21,18],[4,125]]; [0,1,2,3,4,5,6]; 0.0007646083831787109
ecoli1.dat; RELIEF; 7; 336; 0.8690476190476191; 0.857062937062937; 0.5384615384615384; 0.84; 0.6562499999999999; (0.84,0.1258741258741259,0.8741258741258742); [[21,18],[4,125]]; [0,1,2,3,4,5,6]; 0.14058399200439453
ecoli1.dat; INFORATION GAIN; 7; 336; 0.8690476190476191; 0.857062937062937; 0.5384615384615384; 0.84; 0.6562499999999999; (0.84,0.1258741258741259,0.8741258741258742); [[21,18],[4,125]]; [0,1,2,3,4,5,6]; 0.024085044860839844
ecoli1.dat; CHI SQUARE; 7; 336; 0.8690476190476191; 0.857062937062937; 0.5384615384615384; 0.84; 0.6562499999999999; (0.84,0.1258741258741259,0.8741258741258742); [[21,18],[4,125]]; [0,1,2,3,4,5,6]; 0.0011475086212158203
ecoli1.dat; CORRELATION COEF; 6; 336; 0.8571428571428571; 0.7971188475390156; 0.8205128205128205; 0.6530612244897959; 0.7272727272727272; (0.6530612244897959,0.058823529411764705,0.9411764705882353); [[32,7],[17,112]]; [1,2,3,4,5,6]; 0.0014300346374511719
ecoli2.dat; NO SELECTION; 7; 336; 0.9404761904761905; 0.886240520043337; 0.8076923076923077; 0.8076923076923077; 0.8076923076923077; (0.8076923076923077,0.035211267605633804,0.9647887323943662); [[21,5],[5,137]]; ['all']; 0
ecoli2.dat; ANOVA; 7; 336; 0.9404761904761905; 0.886240520043337; 0.8076923076923077; 0.8076923076923077; 0.8076923076923077; (0.8076923076923077,0.035211267605633804,0.9647887323943662); [[21,5],[5,137]]; [0,1,2,3,4,5,6]; 0.0007355213165283203
ecoli2.dat; RELIEF; 7; 336; 0.9404761904761905; 0.886240520043337; 0.8076923076923077; 0.8076923076923077; 0.8076923076923077; (0.8076923076923077,0.035211267605633804,0.9647887323943662); [[21,5],[5,137]]; [0,1,2,3,4,5,6]; 0.14136981964111328
ecoli2.dat; INFORATION GAIN; 7; 336; 0.9404761904761905; 0.886240520043337; 0.8076923076923077; 0.8076923076923077; 0.8076923076923077; (0.8076923076923077,0.035211267605633804,0.9647887323943662); [[21,5],[5,137]]; [0,1,2,3,4,5,6]; 0.023183107376098633
